PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),SO2 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),NO ( µg/m3 )
0.3075145294497503,0.24832623250152158,0.2576419213973799,0.4188191759710855,0.6299167384438702,0.3310775449804198,0.1956124673488226
0.32804268769330125,0.40819638871982145,0.2998544395924309,0.5634095129172636,0.6833189778926213,0.4011333080685038,0.271264999901801
0.4082520477177719,0.548319469804558,0.34497816593886466,0.5583755224421035,0.8141257536606373,0.5470918376554239,0.41989905139737216
0.272303979879686,0.403597754784608,0.3231441048034935,0.6095014362328087,0.7934539190353144,0.5340263115153484,0.4105505037610228
0.5092614621214697,0.5085548116588895,0.3959243085880641,0.7029570278260446,0.8034453057708871,0.692184144514825,0.6305948897224897
0.4162729837202189,0.28727936701156415,0.4206695778748181,0.6040346992080295,0.6619580821131209,0.47046721888365545,0.3790482550032406
0.3636610814668797,0.2980996821532427,0.480349344978166,0.6277386122524679,0.693769738730979,0.5964665331239962,0.543708388161125
0.40634877476803866,0.30026374518157833,0.4148471615720524,0.669750353814462,0.6109675567039908,0.5061628137801599,0.44920164188777817
0.3047955680929885,0.23804693311692704,0.47016011644832606,0.6521932080870614,0.6796439850703416,0.46559471604136216,0.36443623936995506
0.2916086055126942,0.24535064583756,0.455604075691412,0.4777963485905931,0.6693080677576801,0.4435060364896324,0.33756898481843
0.29609489175135106,0.3121660918374247,0.4439592430858807,0.5602213189496622,0.7207579672695952,0.48667280241098665,0.3759844452736807
0.31254460795975947,0.2404815040238047,0.5021834061135373,0.5683816824567639,0.7061728395061728,0.5338097558334687,0.4491230826639433
0.6331101519219658,0.800703320484209,0.47598253275109176,0.8483068791246154,0.8042492104507607,0.7894898309061051,0.7683092091050141
0.8782245182340347,1.0,0.47016011644832606,0.7695823333429008,0.867298306057996,0.9044087127569342,0.9031953964294833
0.8508989565985794,1.0,0.47598253275109176,0.8303964709077299,0.887510766580534,0.8891776297980619,0.8725572991338846
0.6099989803894913,0.7952931629133697,0.5021834061135373,0.701332020374414,0.7737008326155612,0.6708173172360277,0.6134689789264882
0.34748326139414754,0.45905186988571034,0.31732168850072784,0.5311831423140017,0.7571633649153029,0.5818490245971163,0.49453031404049724
0.22594568874689872,0.26699127612091694,0.26783114992721985,0.8668090020113882,0.716853287395923,0.6687961308718171,0.6360154761670955
0.29827006083676044,0.3643741123960235,0.16011644832605532,0.4686821763618821,0.6709158771174275,0.3694439932867739,0.254531885224974
0.37847942086123104,0.34625008453371203,0.50509461426492,0.594735064172339,0.7285673270169395,0.49825853139155074,0.4271264999901801
0.6556775311830882,0.6935822005815918,0.554585152838428,0.8044316779305882,0.8295147861039334,0.8867233320700919,0.8948681187029873
0.8590558406688646,0.9275715155203893,0.43085880640465796,0.9000245075852079,0.858225667527993,1.0,1.0
0.6279441253441186,0.5366876310272536,0.4163027656477438,0.6654847092539317,0.8350272753373529,0.8606644650172343,0.8555099475617182
0.6331101519219658,0.5959288564279434,0.43959243085880645,0.7085650698466177,0.6830892908412288,0.6006532763070038,0.5543924426026672
0.15702001835298918,0.17096097923852027,0.36390101892285304,0.4167349272831244,0.6070628768303187,0.264486672802411,0.15012667674843372
0.21099140128470925,0.26590924460674914,0.3347889374090248,0.507514555518512,0.6884869365489521,0.4322812336455345,0.3622365811025787
0.3045236719573124,0.42442686143233915,0.36681222707423583,0.5285160105183906,0.8202124605225379,0.5332322740151229,0.43678928452186894
0.6085035516432723,0.7982687495773313,0.3770014556040758,0.7347418203174504,0.7542922767728969,0.8167397542093011,0.8291140483532023
0.4275566733507801,0.7376749847839318,0.4657933042212519,0.5766038668995255,0.5662934252081538,0.5752440762997852,0.6570693481548402
0.7254188899840261,1.0,0.7234352256186318,0.7987088256009326,0.8368647717484926,0.8560807030841139,0.8480468212974056
0.626992488869252,0.9002502197876512,0.579330422125182,0.6860269230174798,0.7856445592879702,0.6120946348329814,0.5248541744407565
0.9634639567685146,0.9578683979170892,0.6171761280931587,0.8666765285778313,0.9278208440999138,1.0,1.0
0.5180980865309452,0.6497599242577939,0.3508005822416303,0.6402617675047082,0.8314671260407694,0.805911970115316,0.7794646188895654
0.46426265166706326,0.33948738757016295,1.0,0.8202843321462241,0.745679012345679,0.6477180445021927,0.5931221399532572
0.49539475920198484,0.5926827618854398,0.5676855895196506,0.77118084610782,0.7542922767728969,0.7670763178315558,0.7587249837971602
0.8638140230431975,1.0,0.4366812227074236,0.9468936083776197,0.7531438415159346,0.8934004655947161,0.9376828956929906
1.0,1.0,0.7350800582241632,1.0,0.9999999999999999,1.0,1.0
1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0
0.43027563470754177,0.2702373706634205,0.43959243085880645,0.4868663630081184,0.6097042779213321,0.5770126143684695,0.5551780348410158
0.568262923563199,0.5729356867518766,0.36390101892285304,0.6421782165101639,0.7680734998564456,0.8520022377420461,0.875306871968105
0.5368589198926011,0.4441739365659024,0.3959243085880641,0.5856120603813909,0.9320700545506747,1.0,1.0
0.4847908099106143,0.4752823425982281,0.47598253275109176,0.5813022580096748,0.9328739592305483,0.953386389475394,0.9460101734194867
0.5213608401590594,0.5112598904443091,0.35516739446870454,0.6748285021008077,0.9308067757680161,1.0,1.0
0.39275396798423007,0.41090146750524104,0.35516739446870454,0.5792356724461881,0.9707723227103072,0.8434121956941513,0.772551407192097
0.8827108044726916,0.779062690200852,1.0,1.0,0.9999999999999999,1.0,1.0
0.34272507901981447,0.31568269425847023,0.3595342066957788,0.38311316984639704,0.7066322136089577,0.7436883041885479,0.7487479623701319
0.5868878088570167,0.4928653547034557,0.6419213973799127,0.6571300513776133,0.8419178868791272,1.0,1.0
0.29840600890459845,0.23236626766754576,1.0,0.5249657224990671,0.7511915015790985,0.7030841138361035,0.6711314492212818
0.3769839921150121,0.2599580712788259,0.44832605531295494,0.7114176644492085,0.7206431237438988,0.8175337917095268,0.8474969067305615
0.7096489141148082,0.5485899776830999,0.7365356622998545,0.9314472060248917,0.9999999999999999,1.0,1.0
0.40634877476803866,0.5310069655778724,0.5836972343522562,0.691361186608702,0.9999999999999999,1.0,1.0
0.46630187268463463,0.7179279096503685,0.4206695778748181,0.9327896034849344,0.9999999999999999,1.0,1.0
0.34884274207252836,0.5245147764928653,0.40174672489082974,0.536729363398915,0.9474590869939706,0.6628047570064787,0.525168411336096
0.387859837542059,0.1763711368093595,0.17467248908296945,0.4979764683024191,0.89130060292851,0.7116380632703518,0.6193609207141034
0.42089521802671387,0.18908500710083176,0.4250363901018923,0.6674099898216245,0.8975021533161067,0.7074152274736976,0.6099338138539191
0.4007749039866772,0.3481436396835057,0.4090247452692868,0.7274292867851125,0.9999999999999999,1.0,1.0
0.6452095299595555,0.37979306147291536,0.3027656477438137,0.689700852908123,0.9999999999999999,1.0,1.0
0.5093974101893077,0.42848447961046865,0.42212518195050946,0.736508132764875,0.9999999999999999,1.0,1.0
0.7339836182578257,0.8510177858930139,0.7147016011644833,1.0,0.9999999999999999,1.0,1.0
1.0,1.0,0.8296943231441047,1.0,0.9999999999999999,1.0,1.0
1.0,1.0,0.9781659388646289,1.0,0.9999999999999999,1.0,1.0
1.0,0.9841076621356595,0.4599708879184862,0.7116561166296108,0.9999999999999999,1.0,1.0
0.6003466675729873,0.5461554067762222,0.29548762736535666,0.4369768679306104,0.9999999999999999,1.0,1.0
0.5845766917037692,0.49665246500304316,0.572052401746725,0.6604507187787715,0.9999999999999999,1.0,1.0
0.7831968188152126,0.5420977885980929,0.3275109170305677,0.5741663557220795,0.9999999999999999,1.0,1.0
0.7133195119464365,0.48150402380469315,0.5109170305676856,0.6934542668589002,0.9999999999999999,1.0,1.0
0.514427488699317,0.310002028809089,0.29694323144104806,0.5768158243932164,0.9837496411139822,0.7522422536227962,0.635151324704912
0.7906739625463075,0.5402042334482992,0.4046579330422126,0.7120888631792298,0.9999999999999999,1.0,1.0
0.9755633348061041,0.9492121458037464,0.5924308588064047,0.642328353068195,0.9999999999999999,1.0,1.0
0.8780885701661966,0.66301481030635,0.6346433770014557,0.7349184515621929,0.9999999999999999,1.0,1.0
0.5934133161132448,0.4950294177317913,0.5531295487627366,0.8362606282331797,0.9999999999999999,1.0,1.0
0.6027937327940728,0.5634679110029078,0.23144104803493454,0.5820441092375932,0.9999999999999999,1.0,1.0
0.3175746864697686,0.1447217150199499,0.2867540029112082,0.46713665297038554,0.9102497846683892,0.8285781314853915,0.7773435198460239
0.4484926757978453,0.2569824846148644,0.512372634643377,0.7604769926764269,0.9999999999999999,1.0,1.0
1.0,0.9935754378846282,1.0,1.0,0.9999999999999999,1.0,1.0
1.0,0.7368634611483058,0.7248908296943233,0.7352805456139149,0.9999999999999999,1.0,1.0
0.5051830200863271,0.5943058091566916,0.5211062590975255,0.5450486950262848,0.7709445879988516,0.7946149820439248,0.7931339238368326
0.4229344390442851,0.360587002096436,0.4832605531295488,0.6030367326752346,0.9472293999425782,1.0,1.0
0.4455018183054074,0.483668086833029,0.36535662299854443,0.5022686075496609,0.7939132931380993,0.8498366809232492,0.8614804485731682
0.3205655439622065,0.25454791370798674,0.5443959243085881,0.5711282983125091,0.8870513924777491,0.9291682457185138,0.9432606005852663
0.46507834007409177,0.43064854263880425,0.8267831149927221,0.6760472576895308,0.8911857594028136,1.0,1.0
0.47649797777249103,0.5009805910597146,0.7350800582241632,0.8320568046083091,0.9650301464254952,1.0,1.0
0.36692383509499377,0.31595320213701217,0.9694323144104804,0.6211061090123884,0.9068044788975022,1.0,1.0
0.4324508037929512,0.3286670724284844,0.43085880640465796,0.6512393993654522,0.8585701981050818,0.9883962247126128,1.0
0.7512490228732625,0.7006154054236828,0.5487627365356624,0.5756588897401532,0.9390755096181453,1.0,1.0
0.39356965639125857,0.27429498884154996,0.41048034934497823,0.5072672717758726,0.6989376973873097,0.5287567899229423,0.4464520690535577
0.27611052577915246,0.14391019138432404,0.3377001455604076,0.4631712815259173,0.6798736721217341,0.5741612978903868,0.5222617200542059
0.46167963837813963,0.3497666869547575,0.30567685589519655,0.7718785395245528,0.949985644559288,1.0,1.0
0.5087176698501173,0.35869344694664224,0.6797671033478896,0.7344680418880997,0.9999999999999999,1.0,1.0
0.5368589198926011,0.43714073172381135,0.7481804949053859,0.7836951697978234,0.9999999999999999,1.0,1.0
0.3504741188865854,0.23750591735984306,0.5181950509461426,0.6635859233729502,0.8297444731553257,0.8842329417284753,0.8912543944065833
0.4778574584508718,0.483397578954487,0.36681222707423583,0.7252390593503061,0.8630490956072351,1.0,1.0
0.27325561635455264,0.2285791573679583,0.39155749636098985,0.4761978358256737,0.8243468274476026,0.6727302257592984,0.5961073904589823
0.19916391938279582,0.09981740718198413,0.16011644832605532,0.35960355117117554,0.6445018662072926,0.438453070579106,0.3422825382485221
0.2297522346463651,0.2856563197403124,0.47598253275109176,0.5203291523245775,0.7840367499282228,0.6430981899554257,0.5717540310701731
