PM10 ( µg/m3 ),PM 2.5 ( µg/m3 ),SO2 ( µg/m3 ),CO ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 ),NO ( µg/m3 )
0.24742548346531626,0.3300196118211942,0.34061135371179047,0.5230404419313743,0.8073499856445593,0.5903307888040713,0.48557456252332226
0.31743873840193054,0.3670791911814431,0.42212518195050946,0.7684783880632604,0.8948607522250932,0.8172450508003538,0.7692519197910325
0.5227203208374402,0.6367755460877798,0.4439592430858807,0.5250452065592013,0.8130921619293713,0.9276162633317092,0.9629004065439835
0.48302348502871906,0.42929600324609446,0.31877729257641924,0.5376301827471015,0.9716910709158771,1.0,1.0
0.3319851816606057,0.2567119767363224,0.25618631732168856,0.41471249953082323,0.7859890898650589,0.606861205854222,0.5187265549816368
0.27923733133942835,0.2899844457969838,0.35516739446870454,0.3312454048277735,0.7792133218489807,0.6683991121217043,0.6092267808394054
0.1604187200489413,0.23047271251775203,0.3245997088791849,0.35551453785538756,0.7061728395061728,0.48494035695594906,0.3807765579276077
0.2553104713999253,0.28727936701156415,0.2852983988355168,0.4792447247974812,0.73557278208441,0.6567051053002004,0.6121334721212954
0.3349760391530436,0.40792588084127945,0.40320232896652114,0.5591173736700218,0.7856445592879702,0.7167271217945248,0.6751379696368601
0.56676749481698,0.5891661594643943,0.7540029112081514,0.695732809916078,0.9999999999999999,0.9536029451572735,0.9041381071155017
0.15538864153893214,0.13579495502806516,0.6113537117903931,0.47409592401323847,0.5480333046224519,0.2835796654214715,0.16521004772472847
0.11501206539102063,0.1636572665178873,0.26928675400291124,0.36742831531326653,0.5967269595176572,0.31147925577030666,0.18304299153524362
0.37331339428338384,0.38844931358625817,0.5705967976710336,0.6988680145102567,0.7565891472868217,0.6528431956400123,0.5972857788165054
0.7217482921523979,0.8201798877392302,0.7496360989810773,0.835783723872375,0.7927648578811368,0.8071030263656543,0.8005184908773102
0.7634843489786903,0.8504767701359301,0.8282387190684135,0.8794293044482371,0.9549239161642262,0.9864111309620487,0.9831686862933795
0.8481799952418179,0.9857307094069114,1.0,0.8486071522406777,0.9999999999999999,1.0,1.0
0.4785371987900623,0.35247176574017713,0.7379912663755459,0.5035933418852293,0.7522250933103646,0.6503167126847491,0.5955574758921383
0.3590388471603848,0.25427740582944475,0.5502183406113537,0.44017389346044894,0.5088716623600344,0.4012054932957971,0.3499813421843392
0.1182748190191347,0.07736525326300127,0.33624454148471616,0.3630566920058907,0.34900947459086995,0.2349268222258315,0.1848498536834456
0.17917955341059716,0.23209575978900382,0.14847161572052403,0.37074015115218767,0.511053689348263,0.4036236984101204,0.35265235579472476
0.6915678210923428,0.7801447217150198,1.0,0.9979223749837167,0.9999999999999999,1.0,1.0
1.0,1.0,0.5312954876273654,1.0,0.9999999999999999,1.0,1.0
1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0
0.7478503211773103,0.735781429634138,0.8777292576419216,0.7185359036123297,0.9334481768590295,0.8791438832043024,0.8401908989139187
0.4214390102980662,0.5136944613511868,0.5487627365356624,0.605580222599526,0.7931093884582255,0.6898381246277949,0.6335801402282146
0.3542806647860518,0.3432744978697504,0.42940320232896656,0.43994427284228377,0.6543784094171691,0.5439878728818147,0.48816701690987296
0.30887401012813115,0.3132481233515926,0.6564774381368268,0.5486519724190311,0.7167384438702269,0.5953476621009511,0.5332600113910876
0.460728001903273,0.3833096638939609,0.6128093158660846,0.5224310641370128,0.7254665518231409,0.7203724757728331,0.533574248286427
0.4638548074635489,0.3852032190437546,0.5138282387190685,0.5651316675535026,0.7968992248062015,0.9721184559579883,0.66319696761396
0.7951602487849643,0.655981605464259,0.9606986899563319,0.8753049648835005,0.9999999999999999,1.0,1.0
1.0,1.0,1.0,0.9200103329278174,0.9999999999999999,1.0,1.0
1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0
1.0,1.0,0.7321688500727803,1.0,0.9999999999999999,1.0,1.0
1.0,1.0,1.0,0.5862832591114122,0.9999999999999999,0.9920054860772745,0.9645501502445156
0.38663630493151624,0.3898018529789679,0.39883551673944695,0.49476177964810636,0.7362618432385875,0.6457690433652754,0.5962645089066521
0.48587839445331893,0.4268614323392168,0.5400291120815139,0.7069930517684099,0.9054263565891473,0.8675220616100916,0.8361058192745057
0.34435645583387153,0.2675322918780009,0.4643377001455605,0.5266260561996462,0.7618719494688486,0.6565246422319673,0.6001924700983955
0.5028719029330797,0.4233448299181713,0.44541484716157215,0.6737863777568273,0.9683606086706862,0.9551188349304315,0.9324979869198893
0.7648438296570711,0.7444376817474808,1.0,0.6566089892056229,0.9999999999999999,0.9657661559561835,0.9259775713415952
0.3873160452707067,0.3067559342665855,0.5181950509461426,0.41297268177011004,0.5494114269308067,0.39174922852038335,0.31847909342655695
0.27679026611834284,0.11821194292283761,0.4643377001455605,0.36050437051936207,0.4534022394487511,0.36287513760308954,0.3203645147985938
0.16871155218706455,0.14715628592682756,0.33624454148471616,0.4284455788095496,0.3269595176571921,0.23456589608936534,0.1942769605436298
0.1528056282500085,0.17610062893081757,0.2751091703056769,0.32578749936523144,0.3286821705426357,0.1995560608521466,0.14352770194630476
0.34204533868062403,0.5134239534726448,0.6550218340611356,0.5402619882937643,0.4622451909273615,0.29859419269846427,0.22491505783922855
0.43285864799646545,0.7263136538851692,1.0,0.5372592571331424,0.5853574504737296,0.41293559273094765,0.33238407604532866
0.429052102096999,0.6749171569621965,0.529839883551674,0.5446866009745629,0.6974447315532586,0.5435547615180554,0.4682915332796512
0.9538116439520105,1.0,1.0,0.9276408027006916,0.9999999999999999,1.0,0.9683995522124242
0.3332087142711485,0.5891661594643943,0.5152838427947599,0.4770191711137262,0.6087855297157623,0.5117571688953857,0.46255670993970577
0.31200081568840704,0.5491309934401838,0.6375545851528386,0.519790427028113,0.6411714039621016,0.5048634796888817,0.4382033505508966
0.6192434490024812,1.0,0.861717612809316,0.7894268536897163,0.9398794142980189,0.8896468337754679,0.8522104601606536
0.6454814260952317,1.0,0.49636098981077154,0.6228282636486273,0.8910709158771174,0.8059480627289626,0.7547970226054168
0.41872004894130455,0.3519307499830932,0.4046579330422126,0.5244799865760253,0.701464254952627,0.5877321206215148,0.5293320501993442
0.30112497026136026,0.5242442686143233,0.36535662299854443,0.477443086101108,0.4445592879701407,0.27571147564650894,0.20016890233124496
0.1982122829079292,0.12551565564347056,0.2823871906841339,0.4683730716835827,0.5235716336491529,0.3112266074747803,0.21556651020287917
0.2933759303945893,0.3059444106309596,0.4337700145560408,0.5432028985187262,0.5967269595176572,0.40217999386425574,0.31211579629593256
0.3792951092682596,0.5218096977074457,0.6331877729257642,0.7024006394051059,0.7474016652311226,0.5774818183458755,0.49413751792132293
0.31689494613057817,0.5420977885980929,0.4439592430858807,0.5541187094438103,0.5282802182026988,0.3216573728186527,0.22813598601645815
0.3907147469666588,0.5856495570433488,0.6084425036390102,0.7143055853007477,0.8168819982773471,0.6562359013227943,0.5750535184712375
0.5057268123576795,0.5675255291810373,0.7612809315866085,0.6522726921471955,0.8140109101349412,0.6527710104127191,0.5715183533986684
0.3299459606430344,0.5188341110434841,0.45705967976710343,0.6425226474374117,0.7012345679012346,0.5495100427697471,0.47496906730561506
0.2602046018420964,0.4368702238452694,0.5109170305676856,0.5399793783021762,0.41538903244329606,0.23351921029361344,0.15326904570182845
0.22852870203582235,0.4211807668898356,0.40174672489082974,0.5830332442081511,0.49428653459661215,0.32302889213722413,0.24526189681245947
0.210583557081195,0.3454385608980861,0.2823871906841339,0.5388930961470101,0.6051105368934826,0.41257466659448144,0.32327120608048393
0.2316555075960983,0.32920808818556835,0.331877729257642,0.5006436000980303,0.6012058570198106,0.4042011802284663,0.3129799477581161
0.3610780681779561,0.37330087238790827,0.33333333333333337,0.6289397047167166,0.8550100488084984,0.5602656416364392,0.4220201504409136
0.8340413961866568,1.0,0.8296943231441047,0.9597258683081596,0.9999999999999999,1.0,0.8555885067855531
0.6305271386330423,0.627307770338811,0.5400291120815139,0.7063395161628627,0.9999999999999999,0.8870481655929114,0.7132391931967713
0.5357713353498965,0.5488604855616419,0.7540029112081514,0.5810991320782211,0.892793568762561,0.6081966325591469,0.4738692381719269
0.5321007375182681,0.6359640224521538,0.5880640465793305,0.6203289315355216,0.9480333046224519,0.6343998700665909,0.4859673586424966
0.6136695782211197,0.7255021302495434,0.9796215429403203,0.8184561987631397,0.9999999999999999,1.0,0.820315415283697
0.5832172110253884,0.8675187664840737,0.9199417758369723,0.8035926795180616,0.9999999999999999,1.0,0.7804858887994187
0.41341807429561916,0.3757354432947859,0.621542940320233,0.6585960907089756,0.9999999999999999,0.755274033169112,0.6005852662175698
0.5942290045202734,0.57618178129438,0.9112081513828241,0.649075666617357,0.9999999999999999,1.0,0.8855981302904727
0.4160010875845428,0.5099073510515992,0.6477438136826783,0.5094045098372563,0.91633649153029,0.6232833450634327,0.48447473338963415
0.4024062808007342,0.5683370528166631,0.7234352256186318,0.5634889969773977,0.9999999999999999,0.7011351126991862,0.5517214289922816
0.47187574346599603,0.6086427267194155,0.6783114992721979,0.6089627109363442,0.9999999999999999,0.7847256059047517,0.6038847536186343
0.42578934846888494,0.48420910259011285,0.621542940320233,0.647274027920984,0.9999999999999999,0.7811524371537365,0.6013708584559185
0.47731366617951954,0.555352674646649,0.4657933042212519,0.5531384060354896,0.9966121159919609,0.5440239654954614,0.3424396566961918
0.2164293239982327,0.41577060931899634,0.3842794759825328,0.7278178755235459,0.6884869365489521,0.3528052983956833,0.19152738770940944
0.2230907793222989,0.41604111719753833,0.44832605531295494,0.5202231735777321,0.8949755957507896,0.4368289029650082,0.2282931044641279
0.2945994630051321,0.3567998917968485,0.31732168850072784,0.5365262374674612,0.885099052540913,0.4285636944399329,0.2215370112143292
0.40838799578560997,0.4417393656590248,0.17467248908296945,0.5079119758191825,0.9999999999999999,0.6784328587154639,0.4053655949879215
0.4660299765489584,0.670589030905525,0.2867540029112082,0.6169729378854147,0.9999999999999999,0.7917997581794886,0.48235363434609263
0.44998810454406424,0.5347940758774599,0.4526928675400291,0.633567443328969,0.9999999999999999,0.8708425820655803,0.5619341280908144
0.6106787207286818,0.7303712720632987,0.5516739446870453,0.6232786733227207,0.9999999999999999,1.0,1.0
0.9349148625225165,1.0,1.0,0.9724521494918539,0.9999999999999999,1.0,1.0
0.7763994154233084,0.9318996415770608,1.0,0.8336818120599396,0.9999999999999999,0.9152364968509195,0.8395624251232399
0.5696224042415797,0.6354230066950699,0.7016011644832605,0.8275173816184279,0.9999999999999999,1.0,0.963136084215488
0.7889066376644123,0.879962128897004,1.0,0.9109138238235808,0.9999999999999999,1.0,1.0
1.0,1.0,1.0,0.9306170391746021,0.9703129486075223,0.9598830599317849,0.9305340063240175
0.4425109608129696,0.4879962128897004,0.42940320232896656,0.5956447150827627,0.9087568188343382,0.5384657029938823,0.3664787791896616
0.8238452910988003,0.980320551836072,0.7321688500727803,0.7421691641588708,0.9999999999999999,0.9544691678847924,0.6936779464618891
0.8337695000509807,1.0,0.5458515283842795,0.5980115737623117,0.9999999999999999,0.6725858553047119,0.4774044032444959
0.6472487509771269,0.8702238452694934,0.4235807860262009,0.6366849847986734,0.8725811082400229,0.4889466370707235,0.31227291474360236
0.7164463175067126,0.922702373706634,0.5094614264919943,0.5665712121981538,0.920700545506747,0.5481746160648223,0.37535597148300176
0.5911021989599974,0.6741056333265705,0.5458515283842795,0.5489522455350933,0.7960953201263279,0.440149423420497,0.2788852446137832
0.6862658464466576,0.7536349496179076,0.6259097525473072,0.6566884732657571,0.9999999999999999,0.8701568224062946,0.6360154761670955
1.0,1.0,0.9898107714701603,0.8646629323877673,0.9999999999999999,0.9499936837926118,0.6964275192961094
0.4779934065187099,0.46094542503550406,0.36681222707423583,0.5294433245532886,0.6543784094171691,0.3542129103279014,0.21737337235108117
0.9234952248241173,0.7514708865895717,0.9956331877729259,0.8238699464144961,0.9999999999999999,1.0,0.902802600310309
0.4331305441321416,0.6681544599986474,0.6521106259097527,0.6283038322356437,0.7870226815963249,0.4883691552523777,0.3495885460651649
0.3971043061550488,0.35761141543247443,0.4774381368267832,0.5821059301732532,0.44777490668963543,0.37482179272011984,0.33976864308580634
0.729905176222683,0.4274024480963007,1.0,0.82143243523705,0.6193511340798162,0.7776514536300146,0.8361843784983405
1.0,0.7722999932373029,0.7409024745269288,1.0,0.9999999999999999,1.0,1.0
1.0,1.0,0.8733624454148472,0.8658022039163561,0.9999999999999999,1.0,1.0
0.5409373619277437,0.42145127476837757,1.0,0.6513100518633491,0.9999999999999999,0.9813942576651689,0.7847280868865015
0.38255786289637367,0.39521201054980726,0.6826783114992723,0.5235085147299419,0.5948894631065174,0.4240160251204591,0.3681285228901938
0.6248173197838427,0.4568878068573746,0.777292576419214,0.6938870134085193,0.9999999999999999,0.7450598235071193,0.6152758410746902
0.4225265948407709,0.3852032190437546,0.5574963609898109,0.5807105433397877,0.6487510766580534,0.43137891830436903,0.33034153622562207
0.680827923733134,0.5948468249137755,1.0,0.9117616537983444,0.9181739879414298,0.9293848014003935,0.918357326629613
0.3395982734595385,0.440116318387773,0.3682678311499273,0.2050777067082339,0.8614412862474877,0.48212513309151284,0.4273621776616847
0.7275940590694356,0.9995266112125514,0.6957787481804949,0.8540297314542712,0.9999999999999999,1.0,1.0
0.44862862386568336,0.7249611144924595,0.6841339155749637,0.5750848381947403,0.9999999999999999,1.0,1.0
0.30737858138191215,0.7268546696422532,0.39446870451237265,0.37962470276273347,0.9999999999999999,1.0,1.0
0.2694490704550862,0.2120781767768986,0.5254730713245996,0.49260687846224843,0.9999999999999999,1.0,1.0
0.7584542704686811,0.9278420233989314,0.7918486171761281,0.7583662493017546,0.5785816824576514,0.9431360871997546,1.0
1.0,1.0,0.9490538573508007,0.7011023997562488,0.6505885730691932,1.0,1.0
1.0,1.0,0.8296943231441047,0.7642215750649671,0.718690783807063,1.0,1.0
1.0,1.0,1.0,1.0,0.9745621590582833,1.0,1.0
1.0,1.0,0.6754002911208152,0.5615902110964164,0.742348550100488,0.8905491491166333,0.9419250937800735
1.0,1.0,0.6870451237263466,0.4935253609349091,0.8156187194946886,0.8659339866096404,0.8739713651629122
1.0,1.0,1.0,0.5389107592714844,0.9697387309790411,0.9739230866403192,0.9586582084569004
0.5830812629575503,0.786907418678569,0.5356622998544396,0.30810671176651117,0.7112259546368074,0.626098568927869,0.5793742757821553
0.6446657376882032,0.7820382768648135,0.6681222707423582,0.4243918917427101,0.9834051105368934,0.8164149206864816,0.7284796826207357
0.5274785032117733,0.6448907824440386,0.745269286754003,0.35114291454801166,0.9012919896640826,0.7663544655586235,0.7152817330164779
0.8409747476463992,0.9256779603705956,0.6288209606986901,0.3718176017451167,0.7809359747344242,0.6876725678089979,0.6371153053007838
0.33687931210277683,0.4671671062419692,0.45414847161572053,0.31386489034511533,0.6068331897789262,0.49342212116290407,0.44220987096647485
0.22839275396798422,0.28051667004801506,0.31877729257641924,0.24337136056839928,0.5432098765432098,0.42527926659809073,0.3729206355441208
0.452707065900826,0.5531886116183133,0.49636098981077154,0.2798192179210061,0.7235142118863048,0.6577517910959523,0.6316161596323429
0.5503177786085717,0.6221681206465137,0.42212518195050946,0.346859606863007,0.7568188343382142,0.5921354194864021,0.5137773238800402
1.0,1.0,0.6346433770014557,0.6132106923724003,0.881768590295722,1.0,1.0
1.0,1.0,0.6550218340611356,0.6345919045484752,0.9727246626471432,1.0,1.0
1.0,0.6808683302901196,0.2765647743813683,0.43740078291799234,0.7921906402526557,0.8020861530687746,0.8024824714731819
0.4677973014308535,0.6002569824846148,0.5443959243085881,0.29725272177708695,0.8138960666092449,0.5621063649324166,0.4413457195042913
0.3882676817455733,0.7227970514641238,0.3508005822416303,0.35166397672000194,0.7212173413723801,0.4464656308086551,0.31871477109806157
0.40553308636101015,0.4704132007844727,0.3595342066957788,0.39641350257550434,0.7167384438702269,0.4915092126396333,0.38462595989551623
0.4721476396016723,0.5456143910191383,0.35371179039301315,0.37504995352390375,0.7006603502727533,0.5410282785627921,0.46184967692519197
0.2781497467967237,0.2770000676269696,0.25181950509461426,0.2758803411632492,0.6314097042779213,0.3651128796491798,0.24321935699275293
0.5170105019882406,0.39548251842834914,0.45123726346433773,0.4664212964291786,0.8780935974734424,0.81024308375291,0.7708231042677299
0.766203310335452,0.5883546358287683,0.522561863173217,0.5438476025620361,0.9999999999999999,1.0,1.0
0.39859973490126777,0.3251504700074389,0.3347889374090248,0.3370830674665118,0.9871949468848694,0.773572988287947,0.6653180666575015
0.3167589980627401,0.2705078785419625,0.2751091703056769,0.23935299975050836,0.7866781510192362,0.4486672802410987,0.2926331087848852
0.6827311966828672,0.5618448637316561,0.6157205240174672,0.5731507260648103,0.9999999999999999,1.0,1.0
0.8783604663018729,0.8347873131804961,0.9374090247452693,0.5808960061467673,0.9999999999999999,1.0,1.0
